"gene","PresAbs"
"4931406B18Rik",0
"4931406C07Rik",0
"4931406P16Rik",0
"4931414P19Rik",0
"4931422A03Rik",0
"4931423N10Rik",0
"4931428F04Rik",0
"4931428L18Rik",0
"4931429L15Rik",0
"4931440F15Rik",0
"4932411N23Rik",0
"4932414N04Rik",0
"4932438A13Rik",0
"4932438H23Rik",0
"4932443I19Rik",0
"4933402D24Rik",0
"4933402N03Rik",0
"4933405L10Rik",0
"4933406P04Rik",0
"4933407L21Rik",0
"4933408B17Rik",0
"4933408J17Rik",0
"4933411K16Rik",0
"4933413G19Rik",0
"4933415A04Rik",0
"4933416C03Rik",0
"4933424G06Rik",0
"4933427D14Rik",0
"4933427I04Rik",0
"4933428G20Rik",0
"4933430I17Rik",0
"4933434E20Rik",0
"5031414D18Rik",0
"5031439G07Rik",0
"5330417C22Rik",0
"5430403G16Rik",0
"5430416O09Rik",0
"5430427O19Rik",0
"5730409E04Rik",0
"5730455P16Rik",0
"5730480H06Rik",0
"5730507C01Rik",0
"5730508B09Rik",0
"5730522E02Rik",0
"5730559C18Rik",0
"5830411N06Rik",0
"5830454E08Rik",0
"5930422O12Rik",0
"6030419C18Rik",0
"6030445D17Rik",0
"6030458C11Rik",0
"6030468B19Rik",0
"6330408A02Rik",0
"6430531B16Rik",0
"6430548M08Rik",0
"6430550D23Rik",0
"6430571L13Rik",0
"6430573F11Rik",0
"6720489N17Rik",0
"6820408C15Rik",0
"7530416G11Rik",0
"8030462N17Rik",0
"8430408G22Rik",0
"9030612E09Rik",0
"9030617O03Rik",0
"9030624G23Rik",0
"9030624J02Rik",0
"9130008F23Rik",0
"9130011E15Rik",0
"9130019O22Rik",0
"9130023H24Rik",0
"9130213A22Rik",0
"9130401M01Rik",0
"9130409I23Rik",0
"9230019H11Rik",0
"9230104M06Rik",0
"9230106D20Rik",0
"9230110C19Rik",0
"9330151L19Rik",0
"9330159F19Rik",0
"9330161L09Rik",0
"9330182L06Rik",0
"9430015G10Rik",0
"9430016H08Rik",0
"9430020K01Rik",0
"9430038I01Rik",0
"9430076C15Rik",0
"9430097D07Rik",0
"9530053A07Rik",0
"9530068E07Rik",0
"9530077C05Rik",0
"9830107B12Rik",0
"9930012K11Rik",0
"9930021J03Rik",0
"9930111J21Rik1",0
"9930111J21Rik2",0
"A130010J15Rik",0
"A130051J06Rik",0
"A230046K03Rik",0
"A230050P20Rik",0
"A2m",0
"A330017A19Rik",0
"A3galt2",0
"A430005L14Rik",0
"A430033K04Rik",0
"A430078G23Rik",0
"A430105I19Rik",0
"A4galt",0
"A530016L24Rik",0
"A530064D06Rik",0
"A530084C06Rik",0
"A530099J19Rik",0
"A630001G21Rik",0
"A630010A05Rik",0
"A630076J17Rik",0
"A730015C16Rik",0
"A730017C20Rik",0
"A730046J19Rik",0
"A730049H05Rik",0
"A730061H03Rik",0
"A730071L15Rik",0
"A830005F24Rik",0
"A830010M20Rik",0
"A830018L16Rik",0
"A830031A19Rik",0
"A830080D01Rik",0
"A930004D18Rik",0
"A930009A15Rik",0
"A930011G23Rik",0
"A930017K11Rik",0
"A930018M24Rik",0
"A930033H14Rik",0
"AA415398",0
"AA792892",0
"AA986860",0
"Aaas",0
"Aacs",0
"Aadat",0
"Aaed1",0
"Aagab",0
"Aak1",0
"Aamdc",0
"Aamp",0
"Aanat",0
"Aar2",0
"Aard",0
"Aars",0
"Aars2",0
"Aarsd1",0
"Aasdh",0
"Aasdhppt",0
"Aass",0
"Aatf",0
"Aatk",0
"Abat",0
"Abca1",0
"Abca12",0
"Abca17",0
"Abca2",0
"Abca3",0
"Abca4",0
"Abca5",0
"Abca6",0
"Abca7",0
"Abca8a",0
"Abca8b",0
"Abca9",0
"Abcb10",0
"Abcb11",0
"Abcb1a",0
"Abcb1b",0
"Abcb4",0
"Abcb6",0
"Abcb7",0
"Abcb8",0
"Abcb9",0
"Abcc1",0
"Abcc10",0
"Abcc2",0
"Abcc3",0
"Abcc4",0
"Abcc5",0
"Abcc6",0
"Abcc8",0
"Abcc9",0
"Abcd1",0
"Abcd2",0
"Abcd3",0
"Abcd4",0
"Abce1",0
"Abcf1",0
"Abcf2",0
"Abcf3",0
"Abcg1",0
"Abcg2",0
"Abcg3",0
"Abcg4",0
"Abcg8",0
"Abhd10",0
"Abhd11",0
"Abhd12",0
"Abhd12b",0
"Abhd13",0
"Abhd14a",0
"Abhd14b",0
"Abhd15",0
"Abhd16a",0
"Abhd16b",0
"Abhd17a",0
"Abhd17b",0
"Abhd17c",0
"Abhd18",0
"Abhd2",0
"Abhd3",0
"Abhd4",0
"Abhd5",0
"Abhd6",0
"Abhd8",0
"Abi1",0
"Abi2",0
"Abi3",0
"Abi3bp",0
"Abl1",0
"Abl2",0
"Ablim1",0
"Ablim2",0
"Ablim3",0
"Abr",0
"Abra",0
"Abracl",0
"Abt1",0
"Abtb1",0
"Abtb2",0
"AC139131.1",0
"Acaa1a",0
"Acaa1b",0
"Acaa2",0
"Acaca",0
"Acacb",0
"Acad10",0
"Acad11",0
"Acad12",0
"Acad8",0
"Acad9",0
"Acadl",0
"Acadm",0
"Acads",0
"Acadsb",0
"Acadvl",0
"Acan",0
"Acap2",0
"Acap3",0
"Acat1",0
"Acat2",0
"Acat3",0
"Acbd3",0
"Acbd4",0
"Acbd5",0
"Acbd6",0
"Accs",0
"Acd",0
"Ace",0
"Ace2",0
"Acer1",0
"Acer2",0
"Acer3",0
"Ache",0
"Acin1",0
"Ackr1",0
"Ackr2",0
"Ackr3",0
"Ackr4",0
"Acly",0
"Acmsd",0
"Acnat1",0
"Aco1",0
"Aco2",0
"Acot1",0
"Acot10",0
"Acot11",0
"Acot12",0
"Acot13",0
"Acot2",0
"Acot3",0
"Acot4",0
"Acot5",0
"Acot6",0
"Acot7",0
"Acot8",0
"Acot9",0
"Acox1",0
"Acox3",0
"Acoxl",0
"Acp1",0
"Acp2",0
"Acp6",0
"Acp7",0
"Acpt",0
"Acr",0
"Acrbp",0
"Acsbg1",0
"Acsbg2",0
"Acsf2",0
"Acsf3",0
"Acsl1",0
"Acsl3",0
"Acsl4",0
"Acsl5",0
"Acsl6",0
"Acsm2",0
"Acsm3",0
"Acsm4",0
"Acss1",0
"Acss2",0
"Acss3",0
"Acta1",0
"Acta2",0
"Actb",0
"Actg1",0
"Actl10",0
"Actl6a",0
"Actl6b",0
"Actl7a",0
"Actl7b",0
"Actl9",0
"Actn1",0
"Actn2",0
"Actn3",0
"Actn4",0
"Actr10",0
"Actr1a",0
"Actr1b",0
"Actr2",0
"Actr3",0
"Actr3b",0
"Actr5",0
"Actr6",0
"Actr8",0
"Actrt3",0
"Acvr1",0
"Acvr1b",0
"Acvr1c",0
"Acvr2a",0
"Acvr2b",0
"Acvrl1",0
"Acy1",0
"Acy3",0
"Acyp1",0
"Acyp2",0
"Ada",0
"Adad2",0
"Adal",0
"Adam10",0
"Adam11",0
"Adam12",0
"Adam15",0
"Adam17",0
"Adam18",0
"Adam19",0
"Adam1a",0
"Adam1b",0
"Adam21",0
"Adam22",0
"Adam23",0
"Adam26b",0
"Adam28",0
"Adam4",0
"Adam8",0
"Adam9",0
"Adamts1",0
"Adamts10",0
"Adamts13",0
"Adamts14",0
"Adamts15",0
"Adamts16",0
"Adamts17",0
"Adamts18",0
"Adamts19",0
"Adamts2",0
"Adamts20",0
"Adamts3",0
"Adamts4",0
"Adamts5",0
"Adamts6",0
"Adamts8",0
"Adamts9",0
"Adamtsl2",0
"Adamtsl3",0
"Adamtsl4",0
"Adamtsl5",0
"Adap1",0
"Adap2",0
"Adar",0
"Adarb1",0
"Adarb2",0
"Adat1",0
"Adat2",0
"Adat3",0
"Adck1",0
"Adck2",0
"Adck5",0
"Adcy1",0
"Adcy10",0
"Adcy2",0
"Adcy3",0
"Adcy4",0
"Adcy5",0
"Adcy6",0
"Adcy7",0
"Adcy8",0
"Adcy9",0
"Adcyap1r1",0
"Add1",0
"Add2",0
"Add3",0
"Adgra1",0
"Adgra2",0
"Adgra3",0
"Adgrb1",0
"Adgrb2",0
"Adgrb3",0
"Adgrd1",0
"Adgre1",0
"Adgre5",0
"Adgrf1",0
"Adgrf2",0
"Adgrf3",0
"Adgrf4",0
"Adgrf5",0
"Adgrg1",0
"Adgrg2",0
"Adgrg3",0
"Adgrg4",0
"Adgrg6",0
"Adgrl1",0
"Adgrl2",0
"Adgrl3",0
"Adgrl4",0
"Adgrv1",0
"Adh5",0
"Adh6b",0
"Adhfe1",0
"Adi1",0
"Adipor1",0
"Adipor2",0
"Adk",0
"Adm",0
"Adnp",0
"Adnp2",0
"Ado",0
"Adora1",0
"Adora2a",0
"Adora2b",0
"Adora3",0
"Adpgk",0
"Adprh",0
"Adprhl2",0
"Adprm",0
"Adra1a",0
"Adra1b",0
"Adra1d",0
"Adra2a",0
"Adra2b",0
"Adra2c",0
"Adrb1",0
"Adrb2",0
"Adrb3",0
"Adrbk1",0
"Adrbk2",0
"Adrm1",0
"Adsl",0
"Adss",0
"Adssl1",0
"Adtrp",0
"Aebp1",0
"Aebp2",0
"Aen",0
"Aes",0
"AF366264",0
"AF529169",0
"Afap1",0
"Afap1l1",0
"Afap1l2",0
"Aff1",0
"Aff2",0
"Aff3",0
"Aff4",0
"Afg3l1",0
"Afg3l2",0
"Afmid",0
"Aftph",0
"Aga",0
"Agap1",0
"Agap2",0
"Agap3",0
"Agbl1",0
"Agbl2",0
"Agbl3",0
"Agbl4",0
"Agbl5",0
"Ager",0
"Agfg1",0
"Agfg2",0
"Aggf1",0
"Agk",0
"Agl",0
"Agmat",0
"Agmo",0
"Ago1",0
"Ago2",0
"Ago3",0
"Ago4",0
"Agpat1",0
"Agpat2",0
"Agpat3",0
"Agpat4",0
"Agpat5",0
"Agpat9",0
"Agps",0
"Agrn",0
"Agrp",0
"Agt",0
"Agtpbp1",0
"Agtr1a",0
"Agtr1b",0
"Agtr2",0
"Agtrap",0
"Ahctf1",0
"Ahcy",0
"Ahcyl1",0
"Ahcyl2",0
"Ahdc1",0
"Ahi1",0
"Ahnak",0
"Ahr",0
"Ahrr",0
"Ahsa1",0
"Ahsa2",0
"AI314180",0
"AI413582",0
"AI429214",0
"AI464131",0
"AI467606",0
"AI481877",0
"AI593442",0
"AI597479",0
"AI606181",0
"AI607873",0
"AI661453",0
"AI837181",0
"AI846148",0
"AI854703",0
"AI987944",0
"Aicda",0
"Aida",0
"Aif1",0
"Aif1l",0
"Aifm1",0
"Aifm2",0
"Aifm3",0
"Aig1",0
"Aim1",0
"Aim1l",0
"Aim2",0
"Aimp1",0
"Aimp2",0
"Aip",0
"Aipl1",0
"Aire",0
"Ajap1",0
"Ajuba",0
"AK010878",0
"Ak1",0
"AK157302",0
"Ak2",0
"Ak3",0
"Ak4",0
"Ak5",0
"Ak6",0
"Ak7",0
"Ak8",0
"Ak9",0
"Akain1",0
"Akap1",0
"Akap10",0
"Akap11",0
"Akap12",0
"Akap13",0
"Akap14",0
"Akap17b",0
"Akap2",0
"Akap5",0
"Akap6",0
"Akap7",0
"Akap8",0
"Akap8l",0
"Akap9",0
"Akip1",0
"Akirin1",0
"Akirin2",0
"Akna",0
"Aknad1",0
"Akp3",0
"Akr1a1",0
"Akr1b10",0
"Akr1b3",0
"Akr1c14",0
"Akr1c19",0
"Akr1c21",0
"Akr1d1",0
"Akr1e1",0
"Akr7a5",0
"Akt1",0
"Akt1s1",0
"Akt2",0
"Akt3",0
"Aktip",0
"Alad",0
"Alas1",0
"Alas2",0
"Alcam",0
"Aldh16a1",0
"Aldh18a1",0
"Aldh1a1",0
"Aldh1a2",0
"Aldh1a3",0
"Aldh1b1",0
"Aldh1l1",0
"Aldh1l2",0
"Aldh2",0
"Aldh3a2",0
"Aldh3b1",0
"Aldh3b2",0
"Aldh4a1",0
"Aldh5a1",0
"Aldh6a1",0
"Aldh7a1",0
"Aldh8a1",0
"Aldh9a1",0
"Aldoa",0
"Aldoart2",0
"Aldob",0
"Aldoc",0
"Alg1",0
"Alg10b",0
"Alg11",0
"Alg12",0
"Alg13",0
"Alg14",0
"Alg2",0
"Alg3",0
"Alg5",0
"Alg6",0
"Alg8",0
"Alg9",0
"Alk",0
"Alkbh1",0
"Alkbh2",0
"Alkbh3",0
"Alkbh4",0
"Alkbh5",0
"Alkbh6",0
"Alkbh7",0
"Alkbh8",0
"Allc",0
"Alms1",0
"Alox12",0
"Alox12b",0
"Alox12e",0
"Alox15",0
"Alox5ap",0
"Alox8",0
"Aloxe3",0
"Alpk1",0
"Alpk3",0
"Alpl",0
"Alppl2",0
"Als2",0
"Als2cl",0
"Als2cr12",0
"Alx4",0
"Alyref",0
"Alyref2",0
"Amacr",0
"Ambra1",0
"Amd1",0
"Amd2",0
"Amdhd2",0
"Amer1",0
"Amer2",0
"Amer3",0
"Amfr",0
"Amh",0
"Amhr2",0
"Amica1",0
"Amigo1",0
"Amigo2",0
"Amigo3",0
"Ammecr1",0
"Ammecr1l",0
"Amn",0
"Amn1",0
"Amot",0
"Amotl1",0
"Amotl2",0
"Ampd2",0
"Ampd3",0
"Amph",0
"Amt",0
"Amy1",0
"Amy2a2",0
"Amy2a3",0
"Amy2a4",0
"Amy2a5",0
"Amz1",0
"Amz2",0
"Anapc1",0
"Anapc10",0
"Anapc11",0
"Anapc13",0
"Anapc15",0
"Anapc16",0
"Anapc2",0
"Anapc4",0
"Anapc5",0
"Anapc7",0
"Ang",0
"Angel1",0
"Angel2",0
"Angpt1",0
"Angpt2",0
"Angptl1",0
"Angptl2",0
"Angptl4",0
"Angptl6",0
"Angptl7",0
"Angptl8",0
"Ank",0
"Ank1",0
"Ank2",0
"Ank3",0
"Ankdd1a",0
"Ankdd1b",0
"Ankef1",0
"Ankfy1",0
"Ankhd1",0
"Ankib1",0
"Ankle1",0
"Ankle2",0
"Ankmy1",0
"Ankmy2",0
"Ankra2",0
"Ankrd10",0
"Ankrd11",0
"Ankrd12",0
"Ankrd13a",0
"Ankrd13b",0
"Ankrd13c",0
"Ankrd13d",0
"Ankrd16",0
"Ankrd17",0
"Ankrd2",0
"Ankrd23",0
"Ankrd24",0
"Ankrd26",0
"Ankrd27",0
"Ankrd28",1
"Ankrd29",0
"Ankrd31",0
"Ankrd33b",0
"Ankrd34a",0
"Ankrd34b",0
"Ankrd34c",0
"Ankrd35",0
"Ankrd37",0
"Ankrd39",0
"Ankrd40",0
"Ankrd42",0
"Ankrd44",0
"Ankrd45",0
"Ankrd46",0
"Ankrd49",0
"Ankrd50",0
"Ankrd52",0
"Ankrd53",0
"Ankrd54",0
"Ankrd55",0
"Ankrd6",0
"Ankrd61",0
"Ankrd63",0
"Ankrd7",0
"Ankrd9",0
"Anks1",0
"Anks1b",0
"Anks3",0
"Anks4b",0
"Anks6",0
"Ankub1",0
"Ankzf1",0
"Anln",0
"Ano1",0
"Ano10",0
"Ano2",0
"Ano3",0
"Ano4",0
"Ano5",0
"Ano6",0
"Ano8",0
"Anp32a",0
"Anp32b",0
"Anp32e",0
"Anpep",0
"Antxr1",0
"Antxr2",0
"Anxa1",0
"Anxa11",0
"Anxa2",0
"Anxa3",0
"Anxa4",0
"Anxa5",0
"Anxa6",0
"Anxa7",0
"Anxa9",0
"Aoah",0
"Aoc2",0
"Aoc3",0
"Aox1",0
"Aox3",0
"Aox4",0
"Ap1ar",0
"Ap1b1",0
"Ap1g1",0
"Ap1g2",0
"Ap1m1",0
"Ap1m2",0
"Ap1s1",0
"Ap1s2",0
"Ap1s3",0
"Ap2a1",0
"Ap2a2",0
"Ap2b1",0
"Ap2m1",0
"Ap2s1",0
"Ap3b1",0
"Ap3b2",0
"Ap3d1",0
"Ap3m1",0
"Ap3m2",0
"Ap3s1",0
"Ap3s2",0
"Ap4b1",0
"Ap4e1",0
"Ap4m1",0
"Ap4s1",0
"Ap5b1",0
"Ap5m1",0
"Ap5s1",0
"Ap5z1",0
"Apaf1",0
"Apba1",0
"Apba2",0
"Apba3",0
"Apbb1",0
"Apbb1ip",0
"Apbb2",0
"Apc",0
"Apc2",0
"Apcdd1",0
"Apeh",0
"Apex1",0
"Apex2",0
"Aph1a",0
"Aph1b",0
"Aph1c",0
"Api5",0
"Apip",0
"Apitd1",0
"Aplf",0
"Apln",0
"Aplnr",0
"Aplp1",0
"Aplp2",0
"Apmap",0
"Apoa1bp",0
"Apoa2",0
"Apobec1",0
"Apobec2",0
"Apobec3",0
"Apobec4",0
"Apobr",0
"Apod",0
"Apoe",0
"Apof",0
"Apol10b",0
"Apol6",0
"Apol7b",0
"Apol8",0
"Apold1",0
"Apom",0
"Apon",0
"Apoo",0
"Apoo-ps",0
"Apool",0
"Apopt1",0
"App",0
"Appbp2",0
"Appl1",0
"Appl2",0
"Aprt",0
"Aptx",0
"Aqp1",0
"Aqp11",0
"Aqp12",0
"Aqp3",0
"Aqp4",0
"Aqp6",0
"Aqp7",0
"Aqp9",0
"Aqr",0
"Ar",0
"Araf",0
"Arap1",0
"Arap2",0
"Arap3",0
"Arc",0
"Arcn1",0
"Areg",0
"Arel1",0
"Arf1",0
"Arf2",0
"Arf3",0
"Arf4",0
"Arf5",0
"Arf6",0
"Arfgap1",0
"Arfgap2",0
"Arfgap3",0
"Arfgef1",0
"Arfgef2",0
"Arfgef3",0
"Arfip1",0
"Arfip2",0
"Arfrp1",0
"Arg1",0
"Arg2",0
"Arglu1",0
"Arhgap1",0
"Arhgap10",0
"Arhgap11a",0
"Arhgap12",0
"Arhgap15",0
"Arhgap17",0
"Arhgap18",0
"Arhgap19",0
"Arhgap20",0
"Arhgap21",0
"Arhgap22",0
"Arhgap23",0
"Arhgap24",0
"Arhgap25",0
"Arhgap26",0
"Arhgap27",0
"Arhgap29",0
"Arhgap30",0
"Arhgap31",0
"Arhgap32",0
"Arhgap33",0
"Arhgap35",0
"Arhgap36",0
"Arhgap39",0
"Arhgap4",0
"Arhgap40",0
"Arhgap42",0
"Arhgap44",0
"Arhgap5",0
"Arhgap6",0
"Arhgap9",0
"Arhgdia",0
"Arhgdib",0
"Arhgdig",0
"Arhgef1",0
"Arhgef10",0
"Arhgef10l",0
"Arhgef11",0
"Arhgef12",0
"Arhgef15",0
"Arhgef17",0
"Arhgef18",0
"Arhgef19",0
"Arhgef2",0
"Arhgef25",0
"Arhgef26",0
"Arhgef28",0
"Arhgef3",0
"Arhgef33",0
"Arhgef37",0
"Arhgef39",0
"Arhgef4",0
"Arhgef40",0
"Arhgef5",0
"Arhgef6",0
"Arhgef7",0
"Arhgef9",0
"Arid1a",0
"Arid1b",0
"Arid2",0
"Arid3a",0
"Arid3b",0
"Arid3c",0
"Arid4a",0
"Arid4b",0
"Arid5a",0
"Arid5b",1
"Arih1",0
"Arih2",0
"Arl1",0
"Arl10",0
"Arl11",0
"Arl13a",0
"Arl13b",1
"Arl14ep",0
"Arl14epl",0
"Arl15",0
"Arl16",0
"Arl2",0
"Arl2bp",0
"Arl3",0
"Arl4a",0
"Arl4c",0
"Arl4d",1
"Arl5a",0
"Arl5b",1
"Arl5c",0
"Arl6",0
"Arl6ip1",0
"Arl6ip4",0
"Arl6ip5",0
"Arl6ip6",0
"Arl8a",0
"Arl8b",0
"Arl9",0
"Armc1",0
"Armc10",0
"Armc2",0
"Armc3",0
"Armc5",0
"Armc6",0
"Armc7",0
"Armc8",0
"Armc9",0
"Armcx1",0
"Armcx2",0
"Armcx3",0
"Armcx4",0
"Armcx5",1
"Armcx6",0
"Armt1",0
"Arnt",0
"Arnt2",0
"Arntl",0
"Arntl2",0
"Arpc1a",0
"Arpc1b",0
"Arpc2",0
"Arpc3",0
"Arpc4",0
"Arpc5",0
"Arpc5l",0
"Arpin",0
"Arpp19",0
"Arpp21",0
"Arr3",0
"Arrb1",0
"Arrb2",0
"Arrdc1",0
"Arrdc2",0
"Arrdc3",0
"Arrdc4",0
"Arrdc5",0
"Arsa",0
"Arsb",0
"Arsg",0
"Arsi",0
"Arsj",0
"Arsk",0
"Art2b",0
"Art3",0
"Art4",0
"Artn",0
"Arv1",0
"Arvcf",0
"Arx",0
"Arxes1",0
"Arxes2",0
"As3mt",0
"Asah1",0
"Asah2",0
"Asap1",0
"Asap2",0
"Asap3",0
"Asb1",0
"Asb10",0
"Asb11",0
"Asb13",0
"Asb14",0
"Asb16",0
"Asb17",0
"Asb18",0
"Asb2",0
"Asb3",0
"Asb4",0
"Asb5",0
"Asb6",0
"Asb7",0
"Asb8",0
"Ascc1",0
"Ascc2",0
"Ascc3",0
"Ascl1",0
"Ascl4",0
"Asf1a",0
"Asf1b",0
"Asgr1",0
"Ash1l",0
"Ash2l",0
"Asic1",0
"Asic2",0
"Asic3",0
"Asic4",0
"Asl",0
"Asmt",0
"Asna1",0
"Asns",0
"Asnsd1",0
"Aspa",0
"Aspdh",0
"Aspg",0
"Asph",0
"Asphd1",0
"Asphd2",0
"Aspm",0
"Aspn",0
"Asprv1",0
"Aspscr1",0
"Asrgl1",0
"Ass1",0
"Aste1",0
"Astn1",0
"Astn2",0
"Asun",0
"Asxl1",0
"Asxl2",0
"Asxl3",0
"Atad1",0
"Atad2",0
"Atad2b",0
"Atad3a",0
"Atad5",0
"Atat1",0
"Atcay",0
"Ate1",0
"Atf1",0
"Atf2",0
"Atf3",1
"Atf4",0
"Atf5",0
"Atf6",0
"Atf6b",0
"Atf7",0
"Atf7ip",0
"Atg10",0
"Atg101",0
