MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		positive regulation of transcription by RNA polymerase II			ISO	RGD:2037 	J:155856 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		positive regulation of transcription by RNA polymerase II			ISO	P18509 	J:164563 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		positive regulation of transcription by RNA polymerase II	regulates a function/process that happens in osteoblast,regulates Tnfsf11		IGI	MGI:88096 	J:97566 	
MGI:1197012	Aebp1	AE binding protein 1	11		negative regulation of transcription by RNA polymerase II			ISO	Q8IUX7 	J:164563 	
MGI:1338038	Aebp2	AE binding protein 2	6		negative regulation of transcription by RNA polymerase II	regulates Fabp4		IMP		J:55019 	
MGI:87953	Afr2	alpha fetoprotein regulation 2, inducibility	2		regulation of transcription by RNA polymerase II			IMP		J:20408 	
MGI:87953	Afr2	alpha fetoprotein regulation 2, inducibility	2		regulation of transcription by RNA polymerase II	regulates Afp|regulates H19		IMP		J:6993 	
MGI:3580016	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	10		positive regulation of transcription by RNA polymerase II	regulates Ccnd1		IMP		J:158376 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		positive regulation of transcription by RNA polymerase II			IDA		J:197739 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		positive regulation of transcription by RNA polymerase II	regulates transcription of Ccnb1		IMP		J:197739 	
MGI:2446630	Ago1	argonaute RISC catalytic subunit 1	4		positive regulation of transcription by RNA polymerase II			ISO	Q9UL18 	J:164563 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		positive regulation of transcription by RNA polymerase II			ISO	Q9UKV8 	J:164563 	
MGI:87961	Agrn	agrin	4		positive regulation of transcription by RNA polymerase II			IDA		J:45159 	
MGI:87961	Agrn	agrin	4		positive regulation of transcription by RNA polymerase II			ISO	RGD:2067 	J:155856 	
MGI:87971	Ahi1	Abelson helper integration site 1	10		positive regulation of transcription by RNA polymerase II	regulates UniProtKB:O35668|regulates UniProtKB:P15209		IMP		J:166236 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		negative regulation of transcription by RNA polymerase II			IDA		J:131871 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		positive regulation of RNA polymerase II transcriptional preinitiation complex assembly			IDA		J:14760 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		positive regulation of transcription by RNA polymerase II			IBA	PTN000837813 	J:265628 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		regulation of transcription by RNA polymerase II			ISO	P35869 	J:164563 	
MGI:1333776	Ahrr	aryl-hydrocarbon receptor repressor	13		negative regulation of transcription by RNA polymerase II			IBA	PTN000068769 	J:265628 	
MGI:1333776	Ahrr	aryl-hydrocarbon receptor repressor	13		negative regulation of transcription by RNA polymerase II			IDA		J:152635 	
MGI:1333776	Ahrr	aryl-hydrocarbon receptor repressor	13		positive regulation of transcription by RNA polymerase II			IBA	PTN000837813 	J:265628 	
MGI:1338803	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	10		positive regulation of transcription by RNA polymerase II			IBA	PTN002931438 	J:265628 	
MGI:1338803	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	10		positive regulation of transcription by RNA polymerase II	regulates Tff3|regulates Ins2|regulates Mup1|regulates Mucl2		IDA		J:124288 	
MGI:1338803	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	10		positive regulation of transcription by RNA polymerase II	regulates a function/process that happens in thymus,regulates Tff3|regulates a function/process that happens in thymus,regulates Ins2|regulates a function/process that happens in thymus,regulates Mup1|regulates a function/process that happens in thymus,regulates Mucl2		IMP	MGI:3722595 	J:124288 	
MGI:1338803	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	10		positive regulation of transcription by RNA polymerase II			ISO	O43918 	J:164563 	
MGI:1341886	Ajuba	ajuba LIM protein	14		negative regulation of transcription by RNA polymerase II			IMP		J:136087 	
MGI:1860606	Akap8l	A kinase (PRKA) anchor protein 8-like	17		positive regulation of transcription by RNA polymerase II			ISO	Q9ULX6 	J:164563 	
MGI:1889364	Akirin2	akirin 2	4		negative regulation of transcription by RNA polymerase II			ISO	RGD:1307791 	J:155856 	
MGI:1889364	Akirin2	akirin 2	4		positive regulation of transcription by RNA polymerase II	regulates Il6|regulates Cxcl10|regulates Ccl5|regulates Bcl3		IMP	MGI:3796163 	J:130487 	
MGI:2140340	Akna	AT-hook transcription factor	4		positive regulation of transcription by RNA polymerase II			ISO	Q7Z591 	J:164563 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		positive regulation of transcription by RNA polymerase II	regulates Igf2		IGI	MGI:96434 	J:138783 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of transcription by RNA polymerase II			ISO	RGD:2082 	J:155856 	
MGI:104621	Alx1	ALX homeobox 1	10		negative regulation of transcription by RNA polymerase II			ISO	Q15699 	J:73065 	
MGI:104621	Alx1	ALX homeobox 1	10		positive regulation of transcription by RNA polymerase II			IBA	PTN002803087 	J:265628 	
MGI:104621	Alx1	ALX homeobox 1	10		positive regulation of transcription by RNA polymerase II			IDA		J:51128 	
MGI:104621	Alx1	ALX homeobox 1	10		positive regulation of transcription by RNA polymerase II			IGI	MGI:108359 	J:51128 	
MGI:104621	Alx1	ALX homeobox 1	10		positive regulation of transcription by RNA polymerase II			ISO	Q15699 	J:164563 	
MGI:108359	Alx4	aristaless-like homeobox 4	2		positive regulation of transcription by RNA polymerase II			IDA		J:50255 J:51128 	
MGI:108359	Alx4	aristaless-like homeobox 4	2		positive regulation of transcription by RNA polymerase II			IGI	MGI:104621 	J:51128 	
MGI:108359	Alx4	aristaless-like homeobox 4	2		regulation of transcription by RNA polymerase II			IBA	MGI:108359 MGI:1097716 MGI:1918847 PTN002518769 Q15699 Q8N693 Q96QS3 Q99453 	J:265628 	
MGI:108359	Alx4	aristaless-like homeobox 4	2		regulation of transcription by RNA polymerase II	regulates Ncam1		IDA		J:73689 	
MGI:1915808	Ankra2	ankyrin repeat, family A (RFXANK-like), 2	13		regulation of transcription by RNA polymerase II			IBA	PTN001538048 	J:265628 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		negative regulation of transcription by RNA polymerase II			ISO	RGD:61989 	J:155856 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		regulation of transcription by RNA polymerase II			IBA	PTN001538096 	J:265628 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		regulation of transcription by RNA polymerase II			IDA		J:38866 	
MGI:1861447	Ankrd2	ankyrin repeat domain 2 (stretch responsive muscle)	19		negative regulation of transcription by RNA polymerase II			ISO	Q9GZV1 	J:73065 	
MGI:1861447	Ankrd2	ankyrin repeat domain 2 (stretch responsive muscle)	19		regulation of transcription by RNA polymerase II			IBA	PTN001538096 	J:265628 	
MGI:1861447	Ankrd2	ankyrin repeat domain 2 (stretch responsive muscle)	19		regulation of transcription from RNA polymerase II promoter in response to oxidative stress			ISO	Q9GZV1 	J:73065 	
MGI:2443398	Ankrd33	ankyrin repeat domain 33	15		negative regulation of transcription by RNA polymerase II			IBA	PTN000651358 	J:265628 	
MGI:2443398	Ankrd33	ankyrin repeat domain 33	15		negative regulation of transcription by RNA polymerase II		PR:Q8BXP5-1	IDA		J:157665 	
MGI:88030	Anxa4	annexin A4	6		regulation of transcription by RNA polymerase II			ISO	P09525 	J:164563 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		negative regulation of transcription by RNA polymerase II			ISO	O00213 	J:164563 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		positive regulation of transcription by RNA polymerase II	regulates Mme		IGI	MGI:1932051 MGI:88059 	J:100260 	
MGI:107765	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	7		positive regulation of transcription by RNA polymerase II			ISO	RGD:2122 	J:155856 	
MGI:88039	Apc	APC, WNT signaling pathway regulator	18		negative regulation of transcription by RNA polymerase II	negatively regulates molecular_function,negatively regulates transcription by RNA polymerase II,negatively regulates positive regulation of molecular function,negatively regulates positive regulation of transcription by RNA polymerase II,negatively regulates epithelial cell proliferation,negatively regulates canonical Wnt signaling pathway,positively regulates glandular epithelial cell differentiation		TAS		J:92787 	
MGI:1353624	Apln	apelin	X		positive regulation of pri-miRNA transcription by RNA polymerase II			ISO	Q9ULZ1 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		negative regulation of pri-miRNA transcription by RNA polymerase II			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		negative regulation of transcription by RNA polymerase II			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of transcription by RNA polymerase II	regulates Mme		IDA		J:100260 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of transcription by RNA polymerase II	regulates Mme		IGI	MGI:107765 MGI:1932051 	J:100260 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		positive regulation of transcription by RNA polymerase II			ISO	P05067 	J:164563 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		regulation of transcription by RNA polymerase II			ISO	P05067 	J:164563 	
MGI:88064	Ar	androgen receptor	X		negative regulation of transcription by RNA polymerase II			ISO	P10275 	J:164563 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II			IDA		J:105872 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II	regulates a function/process that happens in Sertoli cell,happens in Sertoli cell,regulates Rhox5		IDA		J:171630 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II	regulates Rhox5,happens in Sertoli cell,regulates a function/process that happens in Sertoli cell		IGI	MGI:103067 	J:171630 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II	regulates Klkb1		IGI	MGI:105098 	J:105872 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II	regulates a function/process that generates Cldn3		IGI	MGI:2444354 MGI:97874 	J:210434 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II			IMP	MGI:1856319 	J:129602 	
MGI:88064	Ar	androgen receptor	X		positive regulation of transcription by RNA polymerase II			ISO	P10275 	J:164563 	
MGI:88064	Ar	androgen receptor	X		regulation of transcription by RNA polymerase II	regulates a function/process that happens in testis		IMP	MGI:1856319 	J:129602 	
MGI:99433	Arf4	ADP-ribosylation factor 4	14		positive regulation of transcription by RNA polymerase II			ISO	P18085 	J:164563 	
MGI:103264	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2	3		positive regulation of transcription by RNA polymerase II			ISO	Q92974 	J:164563 	
MGI:1920004	Arhgef10l	Rho guanine nucleotide exchange factor (GEF) 10-like	4		SREBP signaling pathway			IBA	PTN000306037 	J:265628 	
MGI:1920004	Arhgef10l	Rho guanine nucleotide exchange factor (GEF) 10-like	4		SREBP signaling pathway			ISO	Q9HCE6 	J:164563 	
MGI:1935147	Arid1a	AT rich interactive domain 1A (SWI-like)	4		negative regulation of transcription by RNA polymerase II	regulates Thbs1		IDA		J:192829 	
MGI:1935147	Arid1a	AT rich interactive domain 1A (SWI-like)	4		regulation of transcription by RNA polymerase II			IBA	PTN000291886 	J:265628 	
MGI:1926129	Arid1b	AT rich interactive domain 1B (SWI-like)	17		regulation of transcription by RNA polymerase II			IBA	PTN000291886 	J:265628 	
MGI:1924294	Arid2	AT rich interactive domain 2 (ARID, RFX-like)	15		positive regulation of transcription by RNA polymerase II			ISO	DQ096628 	J:110513 	
MGI:1328360	Arid3a	AT rich interactive domain 3A (BRIGHT-like)	10		positive regulation of transcription by RNA polymerase II	regulates Igh-VS107		IGI	MGI:3650624 	J:177460 	
MGI:1328360	Arid3a	AT rich interactive domain 3A (BRIGHT-like)	10		positive regulation of transcription by RNA polymerase II	regulates NCBI_Gene:630347		IMP		J:95172 	
MGI:1930768	Arid3b	AT rich interactive domain 3B (BRIGHT-like)	9		positive regulation of transcription by RNA polymerase II	regulates Igh-VS107		IDA		J:51742 	
MGI:3650624	Arid3c	AT rich interactive domain 3C (BRIGHT-like)	4		positive regulation of transcription by RNA polymerase II			IDA		J:177460 	
MGI:3650624	Arid3c	AT rich interactive domain 3C (BRIGHT-like)	4		positive regulation of transcription by RNA polymerase II			IGI	MGI:1328360 	J:177460 	
MGI:2444354	Arid4a	AT rich interactive domain 4A (RBP1-like)	12		positive regulation of transcription by RNA polymerase II	regulates a function/process that generates Cldn3		IGI	MGI:88064 MGI:97874 	J:210434 	
MGI:2444354	Arid4a	AT rich interactive domain 4A (RBP1-like)	12		regulation of transcription by RNA polymerase II			IBA	PTN000359478 	J:265628 	
MGI:2137512	Arid4b	AT rich interactive domain 4B (RBP1-like)	13		positive regulation of transcription by RNA polymerase II	regulates a function/process that generates Cldn3		IGI	MGI:88064 MGI:97874 	J:210434 	
MGI:2137512	Arid4b	AT rich interactive domain 4B (RBP1-like)	13		regulation of transcription by RNA polymerase II			IBA	PTN000359478 	J:265628 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		negative regulation of transcription by RNA polymerase II			ISO	Q03989 	J:164563 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		positive regulation of transcription by RNA polymerase II			IGI	MGI:98371 	J:182990 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		regulation of transcription by RNA polymerase II			IBA	PTN000359478 	J:265628 	
MGI:2175912	Arid5b	AT rich interactive domain 5B (MRF1-like)	10		negative regulation of transcription by RNA polymerase II			ISO	Q14865 	J:164563 	
MGI:2175912	Arid5b	AT rich interactive domain 5B (MRF1-like)	10		regulation of transcription by RNA polymerase II			IBA	PTN000359478 	J:265628 	
MGI:1918953	Armcx3	armadillo repeat containing, X-linked 3	X		positive regulation of transcription by RNA polymerase II	regulates Chrna3|regulates Chrnb4		IGI	MGI:98358 	J:149914 	
MGI:88071	Arnt	aryl hydrocarbon receptor nuclear translocator	3		positive regulation of transcription by RNA polymerase II	regulates Epo|regulates Vegfa		IGI	MGI:106918 MGI:109169 	J:41526 	
MGI:88071	Arnt	aryl hydrocarbon receptor nuclear translocator	3		positive regulation of transcription by RNA polymerase II	regulates Epo		IGI	MGI:106918 MGI:97856 MGI:97857 MGI:97858 	J:98265 	
MGI:88071	Arnt	aryl hydrocarbon receptor nuclear translocator	3		positive regulation of transcription by RNA polymerase II	regulates Epo		IGI	Q99814 	J:37851 	
MGI:88071	Arnt	aryl hydrocarbon receptor nuclear translocator	3		regulation of transcription from RNA polymerase II promoter in response to oxidative stress			ISO	P27540 	J:164563 	
MGI:107188	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	7		positive regulation of transcription by RNA polymerase II			IDA		J:31945 	
MGI:107188	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	7		positive regulation of transcription by RNA polymerase II	regulates Dbn1|regulates Npas4		IDA		J:80366 	
MGI:107188	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	7		positive regulation of transcription by RNA polymerase II	regulates Dbn1|regulates Npas4		IGI	MGI:98307 	J:80366 	
MGI:107188	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	7		positive regulation of transcription by RNA polymerase II			ISO	Q9HBZ2 	J:164563 	
MGI:1096381	Arntl	aryl hydrocarbon receptor nuclear translocator-like	7		positive regulation of transcription by RNA polymerase II			IDA		J:87263 J:146624 J:178280 	
MGI:1096381	Arntl	aryl hydrocarbon receptor nuclear translocator-like	7		positive regulation of transcription by RNA polymerase II	regulates Per1		IDA		J:186072 	
MGI:1096381	Arntl	aryl hydrocarbon receptor nuclear translocator-like	7		positive regulation of transcription by RNA polymerase II	regulates Per1		IGI	MGI:99698 	J:109095 	
MGI:1096381	Arntl	aryl hydrocarbon receptor nuclear translocator-like	7		positive regulation of transcription by RNA polymerase II			ISO	O00327 	J:73065 	
MGI:2684845	Arntl2	aryl hydrocarbon receptor nuclear translocator-like 2	6		positive regulation of transcription by RNA polymerase II			ISO	Q8WYA1 	J:164563 	
MGI:2684845	Arntl2	aryl hydrocarbon receptor nuclear translocator-like 2	6		regulation of transcription by RNA polymerase II			ISO	Q8WYA1 	J:73065 	
MGI:99473	Arrb1	arrestin, beta 1	7		positive regulation of transcription by RNA polymerase II			ISO	RGD:2156 	J:155856 	
MGI:99473	Arrb1	arrestin, beta 1	7		positive regulation of transcription by RNA polymerase II			ISO	P49407 	J:164563 	
MGI:1097716	Arx	aristaless related homeobox	X		negative regulation of transcription by RNA polymerase II	regulates Pax4		IDA		J:98803 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		negative regulation of transcription by RNA polymerase II			ISO	P50553 	J:164563 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II			IBA	PTN000358348 	J:265628 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II			IDA		J:119653 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II	regulates Scrt1|regulates Scrt2|regulates Tubb3		IDA		J:197573 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II	regulates Dll1		IGI	MGI:101895 MGI:102564 	J:119653 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II	regulates Tlx3		IGI	MGI:2448528 	J:197142 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II			IGI	MGI:98510 MGI:99458 MGI:99532 MGI:99533 	J:36282 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		positive regulation of transcription by RNA polymerase II			ISO	P50553 	J:164563 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		regulation of transcription by RNA polymerase II			IBA	PTN000358347 	J:265628 	
MGI:96919	Ascl1	achaete-scute family bHLH transcription factor 1	10		regulation of transcription by RNA polymerase II			IDA		J:154112 J:241054 	
MGI:96920	Ascl2	achaete-scute family bHLH transcription factor 2	7		negative regulation of transcription by RNA polymerase II			ISO	Q99929 	J:164563 	
MGI:96920	Ascl2	achaete-scute family bHLH transcription factor 2	7		positive regulation of transcription by RNA polymerase II			IBA	PTN000358348 	J:265628 	
MGI:96920	Ascl2	achaete-scute family bHLH transcription factor 2	7		regulation of transcription by RNA polymerase II			IBA	PTN000358347 	J:265628 	
MGI:96920	Ascl2	achaete-scute family bHLH transcription factor 2	7		regulation of transcription by RNA polymerase II			IDA		J:154112 	
MGI:96920	Ascl2	achaete-scute family bHLH transcription factor 2	7		regulation of transcription by RNA polymerase II			IGI	MGI:98330 MGI:98510 	J:48573 	
MGI:1928820	Ascl3	achaete-scute family bHLH transcription factor 3	7		negative regulation of transcription by RNA polymerase II			IBA	PTN000358402 	J:265628 	
MGI:1928820	Ascl3	achaete-scute family bHLH transcription factor 3	7		negative regulation of transcription by RNA polymerase II			IDA		J:73675 	
MGI:1928820	Ascl3	achaete-scute family bHLH transcription factor 3	7		regulation of transcription by RNA polymerase II			IBA	PTN000358347 	J:265628 	
MGI:1928820	Ascl3	achaete-scute family bHLH transcription factor 3	7		regulation of transcription by RNA polymerase II			IDA		J:73675 	
MGI:1914591	Ascl4	achaete-scute family bHLH transcription factor 4	10		negative regulation of transcription by RNA polymerase II			IBA	PTN000358402 	J:265628 	
MGI:1914591	Ascl4	achaete-scute family bHLH transcription factor 4	10		regulation of transcription by RNA polymerase II			IBA	PTN000358347 	J:265628 	
MGI:2685043	Ascl5	achaete-scute family bHLH transcription factor 5	1		negative regulation of transcription by RNA polymerase II			IBA	PTN000358402 	J:265628 	
MGI:2685043	Ascl5	achaete-scute family bHLH transcription factor 5	1		regulation of transcription by RNA polymerase II			IBA	PTN000358347 	J:265628 	
MGI:2183158	Ash1l	ASH1 like histone lysine methyltransferase	3		positive regulation of transcription by RNA polymerase II	regulates a function/process that generates Tnfaip3,happens in macrophage,regulates a function/process that happens in macrophage		IDA		J:208213 	
MGI:1344416	Ash2l	ASH2 like histone lysine methyltransferase complex subunit	8		positive regulation of transcription by RNA polymerase II			IGI	MGI:98493 	J:162660 	
MGI:2684063	Asxl1	additional sex combs like 1	2		positive regulation of transcription by RNA polymerase II			IBA	PTN000339786 	J:265628 	
MGI:2684063	Asxl1	additional sex combs like 1	2		positive regulation of transcription by RNA polymerase II			IDA		J:114350 	
MGI:1922552	Asxl2	additional sex combs like 2, transcriptional regulator	12		negative regulation of transcription by RNA polymerase II	regulates Myh7		IMP	MGI:3840841 	J:189224 	
MGI:1922552	Asxl2	additional sex combs like 2, transcriptional regulator	12		positive regulation of transcription by RNA polymerase II			IBA	PTN000339786 	J:265628 	
MGI:1922552	Asxl2	additional sex combs like 2, transcriptional regulator	12		positive regulation of transcription by RNA polymerase II			ISO	Q76L83 	J:164563 	
MGI:2685175	Asxl3	additional sex combs like 3, transcriptional regulator	18		positive regulation of transcription by RNA polymerase II			IBA	PTN000339786 	J:265628 	
MGI:1917722	Atad2	ATPase family, AAA domain containing 2	15		positive regulation of transcription by RNA polymerase II			IBA	PTN000552695 	J:265628 	
MGI:2444798	Atad2b	ATPase family, AAA domain containing 2B	12		positive regulation of transcription by RNA polymerase II			IBA	PTN000552695 	J:265628 	
MGI:1298366	Atf1	activating transcription factor 1	15		positive regulation of transcription by RNA polymerase II			ISO	RGD:1307360 	J:155856 	
MGI:1298366	Atf1	activating transcription factor 1	15		positive regulation of transcription by RNA polymerase II			ISO	P18846 	J:164563 	
MGI:1298366	Atf1	activating transcription factor 1	15		regulation of transcription by RNA polymerase II			IEA	IPR029825 	J:72247 	
MGI:109349	Atf2	activating transcription factor 2	2		negative regulation of transcription by RNA polymerase II			ISO	RGD:621862 	J:155856 	
MGI:109349	Atf2	activating transcription factor 2	2		positive regulation of transcription by RNA polymerase II			IGI	MGI:2443973 	J:156376 	
MGI:109349	Atf2	activating transcription factor 2	2		positive regulation of transcription by RNA polymerase II			ISO	RGD:621862 	J:155856 	
