MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1914344	Abhd2	abhydrolase domain containing 2	7		steroid hormone mediated signaling pathway			IBA	PTN000846580 	J:265628 	
MGI:1914344	Abhd2	abhydrolase domain containing 2	7		steroid hormone mediated signaling pathway			ISO	P08910 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		cellular response to hydrogen peroxide			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		cellular response to lipopolysaccharide	happens in B cell,happens in spleen		IMP	MGI:1856663 	J:34903 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		negative regulation of BMP signaling pathway	regulates a function/process that happens in duct epithelial cell		IMP	MGI:104738 	J:190763 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		cellular response to retinoic acid			ISO	P42684 	J:164563 	
MGI:2139365	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2	2		cellular response to toxic substance			IMP		J:202009 	
MGI:2148491	Acaa1a	acetyl-Coenzyme A acyltransferase 1A	9		phenylacetate catabolic process			IBA	PTN001823071 	J:265628 	
MGI:3605455	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	9		phenylacetate catabolic process			IBA	PTN001823071 	J:265628 	
MGI:1098623	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	18		cellular response to hypoxia			ISO	P42765 	J:164563 	
MGI:108451	Acaca	acetyl-Coenzyme A carboxylase alpha	11		cellular response to prostaglandin E stimulus			IDA		J:194901 	
MGI:1925868	Acap2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	16		cellular response to nerve growth factor stimulus			ISO	RGD:1562939 	J:155856 	
MGI:2181962	Acer1	alkaline ceramidase 1	17		cellular response to calcium ion			ISO	Q8TDN7 	J:164563 	
MGI:1097689	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	1		chemokine-mediated signaling pathway			IEA	IPR005384 	J:72247 	
MGI:1891697	Ackr2	atypical chemokine receptor 2	9		cell chemotaxis			IBA	PTN001200797 	J:265628 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		cell chemotaxis			IBA	PTN001200797 	J:265628 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		chemokine-mediated signaling pathway			ISO	P25106 	J:164563 	
MGI:2181676	Ackr4	atypical chemokine receptor 4	9		cell chemotaxis			IBA	PTN001200797 	J:265628 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to interferon-beta			IDA		J:196718 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to interferon-gamma			IDA		J:196718 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to interleukin-1			IDA		J:196718 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to lipopolysaccharide			IDA		J:196954 J:196955 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to lipopolysaccharide			ISO	A6NK06 	J:164563 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to progesterone stimulus			IDA		J:196639 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		cellular response to tumor necrosis factor			IDA		J:196718 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		tolerance induction to lipopolysaccharide			IDA		J:196955 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		tolerance induction to lipopolysaccharide			ISO	A6NK06 	J:164563 	
MGI:102797	Acsl1	acyl-CoA synthetase long-chain family member 1	8		adiponectin-activated signaling pathway			IMP		J:166293 	
MGI:102797	Acsl1	acyl-CoA synthetase long-chain family member 1	8		xenobiotic catabolic process			ISO	RGD:2015 	J:155856 	
MGI:87904	Actb	actin, beta	5		cellular response to cytochalasin B			ISO	P60709 	J:164563 	
MGI:87906	Actg1	actin, gamma, cytoplasmic 1	11		cellular response to interferon-gamma			IDA		J:143718 	
MGI:109192	Actn2	actinin alpha 2	13		phospholipase C-activating angiotensin-activated signaling pathway			ISO	P35609 	J:164563 	
MGI:1890773	Actn4	actinin alpha 4	7		tumor necrosis factor-mediated signaling pathway			ISO	O43707 	J:164563 	
MGI:1913963	Actr2	ARP2 actin-related protein 2	11		cellular response to interferon-gamma			IGI	MGI:1921367 	J:143718 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		cellular response to interferon-gamma			IGI	MGI:1913963 	J:143718 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		cellular response to transforming growth factor beta stimulus			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		cellular response to tumor necrosis factor			ISO	RGD:71024 	J:155856 	
MGI:87911	Acvr1	activin A receptor, type 1	2		BMP signaling pathway			IBA	PTN002356032 	J:265628 	
MGI:87911	Acvr1	activin A receptor, type 1	2		BMP signaling pathway			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		BMP signaling pathway involved in heart development			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		cellular response to BMP stimulus			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		cellular response to growth factor stimulus			IBA	PTN000583675 	J:265628 	
MGI:87911	Acvr1	activin A receptor, type 1	2		transforming growth factor beta receptor signaling pathway			IBA	PTN000583838 	J:265628 	
MGI:87911	Acvr1	activin A receptor, type 1	2		transforming growth factor beta receptor signaling pathway			IDA		J:69633 	
MGI:87911	Acvr1	activin A receptor, type 1	2		transforming growth factor beta receptor signaling pathway			ISO	RGD:620200 	J:155856 	
MGI:87911	Acvr1	activin A receptor, type 1	2		transforming growth factor beta receptor signaling pathway			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		transforming growth factor beta receptor signaling pathway			TAS		J:77383 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		cellular response to growth factor stimulus			IBA	PTN000583675 	J:265628 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		cellular response to growth factor stimulus			IBA	PTN000583675 	J:265628 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		transforming growth factor beta receptor complex assembly			ISO	RGD:621789 	J:155856 	
MGI:102806	Acvr2a	activin receptor IIA	2		BMP signaling pathway	happens in smooth muscle cell		IMP		J:123381 	
MGI:102806	Acvr2a	activin receptor IIA	2		BMP signaling pathway			IMP		J:229306 	
MGI:102806	Acvr2a	activin receptor IIA	2		BMP signaling pathway			ISO	P27037 	J:123381 J:164563 	
MGI:102806	Acvr2a	activin receptor IIA	2		cellular response to BMP stimulus			ISO	P27037 	J:164563 	
MGI:102806	Acvr2a	activin receptor IIA	2		cellular response to growth factor stimulus			IBA	PTN000583675 	J:265628 	
MGI:87912	Acvr2b	activin receptor IIB	9		BMP signaling pathway			ISO	Q13705 	J:164563 	
MGI:87912	Acvr2b	activin receptor IIB	9		cellular response to growth factor stimulus			IBA	PTN000583675 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		BMP signaling pathway			IBA	PTN002356032 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		BMP signaling pathway			IMP	MGI:3604490 	J:186473 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		BMP signaling pathway			ISO	P37023 	J:164563 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		cellular response to BMP stimulus			ISO	P37023 	J:164563 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		cellular response to growth factor stimulus			IBA	PTN000583675 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		cellular response to transforming growth factor beta stimulus	happens in chondrocyte		IDA		J:149284 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		cellular response to transforming growth factor beta stimulus			ISO	P37023 	J:164563 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		positive regulation of BMP signaling pathway			IDA		J:164086 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		positive regulation of BMP signaling pathway			ISO	P37023 	J:164563 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		transforming growth factor beta receptor signaling pathway			IBA	PTN000583838 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		transforming growth factor beta receptor signaling pathway			IDA		J:86237 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		transforming growth factor beta receptor signaling pathway			ISO	P37023 	J:164563 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		cellular response to hypoxia			ISO	P78325 	J:164563 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		lymphocyte chemotaxis			IDA		J:165123 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		cellular response to lipopolysaccharide			ISO	Q13443 	J:164563 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		transforming growth factor beta receptor signaling pathway			IMP		J:143690 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		transforming growth factor beta receptor signaling pathway			ISO	Q13443 	J:164563 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		positive regulation of T cell chemotaxis			ISO	O14672 	J:164563 	
MGI:1333882	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	3		cellular response to phorbol 13-acetate 12-myristate			ISO	Q13444 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		negative regulation of transforming growth factor beta receptor signaling pathway			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		positive regulation of T cell chemotaxis			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		positive regulation of transforming growth factor beta receptor signaling pathway			IMP		J:143805 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		positive regulation of tumor necrosis factor-mediated signaling pathway			ISO	P78536 	J:164563 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		cellular response to leukemia inhibitory factor			IEP		J:163558 	
MGI:3045353	Adamts3	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3	5		positive regulation of vascular endothelial growth factor signaling pathway			ISO	O15072 	J:164563 	
MGI:1347346	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	9		cellular response to BMP stimulus			ISO	Q9UKP4 	J:164563 	
MGI:1347346	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	9		cellular response to interleukin-1			ISO	Q9UKP4 	J:164563 	
MGI:1347346	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	9		cellular response to tumor necrosis factor			ISO	Q9UKP4 	J:164563 	
MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15		cellular response to BMP stimulus			ISO	P58397 	J:164563 	
MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15		cellular response to interleukin-1			ISO	P58397 	J:164563 	
MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15		cellular response to tumor necrosis factor			ISO	P58397 	J:164563 	
MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15		negative regulation of cellular response to hepatocyte growth factor stimulus			ISO	P58397 	J:164563 	
MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15		negative regulation of cellular response to vascular endothelial growth factor stimulus			ISO	P58397 	J:164563 	
MGI:1925044	Adamtsl2	ADAMTS-like 2	2		negative regulation of transforming growth factor beta receptor signaling pathway			IMP		J:221347 	
MGI:1925044	Adamtsl2	ADAMTS-like 2	2		negative regulation of transforming growth factor beta receptor signaling pathway			ISO	Q86TH1 	J:164563 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		negative regulation of type I interferon-mediated signaling pathway			IMP	MGI:3828307 	J:142338 	
MGI:99676	Adcy2	adenylate cyclase 2	13		cellular response to forskolin			ISO	RGD:619965 	J:155856 	
MGI:99675	Adcy3	adenylate cyclase 3	12		cellular response to forskolin			IMP		J:64745 	
MGI:99675	Adcy3	adenylate cyclase 3	12		cellular response to forskolin			ISO	RGD:71009 	J:155856 	
MGI:99673	Adcy5	adenylate cyclase 5	16		adenylate cyclase-activating dopamine receptor signaling pathway	regulates a function/process that happens in corpus striatum		IGI	MGI:99578 	J:79146 	
MGI:99673	Adcy5	adenylate cyclase 5	16		adenylate cyclase-inhibiting dopamine receptor signaling pathway	regulates a function/process that happens in corpus striatum		IGI	MGI:94924 	J:79146 	
MGI:99673	Adcy5	adenylate cyclase 5	16		cellular response to forskolin			ISO	O95622 	J:164563 	
MGI:99673	Adcy5	adenylate cyclase 5	16		regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	O95622 	J:164563 	
MGI:87917	Adcy6	adenylate cyclase 6	15		cellular response to catecholamine stimulus			ISO	O43306 	J:164563 	
MGI:87917	Adcy6	adenylate cyclase 6	15		cellular response to forskolin			IMP		J:161317 	
MGI:87917	Adcy6	adenylate cyclase 6	15		cellular response to forskolin			ISO	O43306 	J:164563 	
MGI:87917	Adcy6	adenylate cyclase 6	15		cellular response to prostaglandin E stimulus			ISO	O43306 	J:164563 	
MGI:87917	Adcy6	adenylate cyclase 6	15		cellular response to vasopressin			IMP		J:161317 	
MGI:87917	Adcy6	adenylate cyclase 6	15		dopamine receptor signaling pathway			ISO	O43306 	J:164563 	
MGI:102891	Adcy7	adenylate cyclase 7	8		cellular response to ethanol			ISO	P51828 	J:164563 	
MGI:102891	Adcy7	adenylate cyclase 7	8		cellular response to lithium ion			IDA		J:262337 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		cellular response to calcium ion			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		cellular response to forskolin			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		cellular response to glucagon stimulus			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		cellular response to glucose stimulus			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		cellular response to morphine			IMP		J:139609 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		cellular response to morphine			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		glucose mediated signaling pathway			IMP		J:220774 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		glucose mediated signaling pathway			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		positive regulation of insulin secretion involved in cellular response to glucose stimulus			IMP		J:220774 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		positive regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	RGD:2036 	J:155856 	
MGI:2660854	Adcy10	adenylate cyclase 10	1		cellular response to inorganic substance			ISO	Q96PN6 	J:164563 	
MGI:87918	Add1	adducin 1 (alpha)	5		cellular response to calcium ion			IDA		J:235423 	
MGI:87918	Add1	adducin 1 (alpha)	5		cellular response to calcium ion			ISO	P35611 	J:164563 	
MGI:87918	Add1	adducin 1 (alpha)	5		cellular response to retinoic acid			ISO	RGD:2041 	J:155856 	
MGI:1925810	Adgra2	adhesion G protein-coupled receptor A2	8		negative regulation of vascular endothelial growth factor signaling pathway			IMP	MGI:4949903 	J:171226 	
MGI:1274784	Adgrv1	adhesion G protein-coupled receptor V1	13		cellular response to calcium ion			IDA		J:202979 	
MGI:1349472	Adh4	alcohol dehydrogenase 4 (class II), pi polypeptide	3		formaldehyde catabolic process			IBA	PTN000191653 	J:265628 	
MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	3		formaldehyde catabolic process			IBA	PTN000191653 	J:265628 	
MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	3		formaldehyde catabolic process			IMP	MGI:2180100 	J:55555 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		cellular response to cAMP			ISO	RGD:628748 	J:155856 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		cellular response to drug			IDA		J:142895 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		cellular response to epinephrine stimulus			ISO	RGD:628748 	J:155856 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		cellular response to insulin stimulus			IGI	MGI:88157 	J:126780 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		cellular response to insulin stimulus			ISO	RGD:628748 	J:155856 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		negative regulation of tumor necrosis factor-mediated signaling pathway			ISO	Q15848 	J:164563 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		adiponectin-activated signaling pathway			IBA	PTN001074076 	J:265628 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		adiponectin-activated signaling pathway			IDA		J:90488 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		adiponectin-activated signaling pathway			IMP		J:215944 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		adiponectin-activated signaling pathway			ISO	RGD:1303151 	J:155856 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		adiponectin-activated signaling pathway			ISO	Q96A54 	J:164563 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		hormone-mediated signaling pathway			ISO	Q96A54 	J:164563 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		hormone-mediated signaling pathway			ISS	Q96A54 	J:90488 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		leptin-mediated signaling pathway			ISO	RGD:1303151 	J:155856 	
MGI:1919924	Adipor1	adiponectin receptor 1	1		positive regulation of insulin receptor signaling pathway			ISO	RGD:1303151 	J:155856 	
MGI:93830	Adipor2	adiponectin receptor 2	6		adiponectin-activated signaling pathway			IBA	PTN001074076 	J:265628 	
MGI:93830	Adipor2	adiponectin receptor 2	6		adiponectin-activated signaling pathway			IDA		J:90488 	
MGI:93830	Adipor2	adiponectin receptor 2	6		adiponectin-activated signaling pathway			IMP		J:215944 	
MGI:93830	Adipor2	adiponectin receptor 2	6		adiponectin-activated signaling pathway			ISO	Q86V24 	J:164563 	
MGI:93830	Adipor2	adiponectin receptor 2	6		hormone-mediated signaling pathway			ISS	Q96A54 	J:90488 	
MGI:2448562	Adnp2	ADNP homeobox 2	18		cellular response to oxidative stress			IMP		J:135357 	
MGI:2448562	Adnp2	ADNP homeobox 2	18		cellular response to retinoic acid			IDA		J:135357 	
MGI:2140364	Adprhl2	ADP-ribosylhydrolase like 2	4		cellular response to superoxide			IMP		J:202975 	
MGI:2140364	Adprhl2	ADP-ribosylhydrolase like 2	4		cellular response to superoxide			ISO	Q9NX46 	J:164563 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		cellular response to hormone stimulus			ISO	P08913 	J:164563 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		negative regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	RGD:2056 	J:155856 	
MGI:87934	Adra2a	adrenergic receptor, alpha 2a	19		negative regulation of insulin secretion involved in cellular response to glucose stimulus			ISO	P08913 	J:164563 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		cellular response to amyloid-beta			IGI	CPX-1070 P07550 	J:241478 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		cellular response to amyloid-beta			ISO	P07550 	J:164563 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		cellular response to hypoxia			ISO	RGD:2060 	J:155856 	
MGI:1929289	Adrm1	adhesion regulating molecule 1	2		positive regulation of growth hormone receptor signaling pathway			IMP		J:166694 	
MGI:2183446	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	5		cellular response to reactive oxygen species			IDA		J:105718 	
MGI:2183446	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	5		cellular response to reactive oxygen species			ISO	F1NF99 	J:105718 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		cellular response to amyloid-beta	happens in cortical layer II|happens in cortical layer III		IMP		J:255329 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		glucose mediated signaling pathway			ISO	Q15109 	J:164563 	
MGI:1344405	Agr2	anterior gradient 2	12		positive regulation of IRE1-mediated unfolded protein response			ISO	O95994 	J:164563 	
MGI:1344405	Agr2	anterior gradient 2	12		positive regulation of PERK-mediated unfolded protein response			ISO	O95994 	J:164563 	
MGI:892013	Agrp	agouti related neuropeptide	8		hormone-mediated signaling pathway			IEA	IPR007733 	J:72247 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		angiotensin-activated signaling pathway			ISO	P01019 	J:164563 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		negative regulation of neurotrophin TRK receptor signaling pathway			ISO	P01019 	J:164563 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		positive regulation of insulin receptor signaling pathway			ISO	RGD:2069 	J:155856 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		angiotensin-activated signaling pathway			ISO	RGD:2070 	J:155856 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		angiotensin-activated signaling pathway			ISO	P30556 	J:164563 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		cell chemotaxis			ISO	P30556 	J:164563 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		cellular response to dexamethasone stimulus			ISO	RGD:2070 	J:155856 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		phospholipase C-activating angiotensin-activated signaling pathway			ISO	P30556 	J:164563 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3		angiotensin-activated signaling pathway			ISO	RGD:2071 	J:155856 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3		cellular response to dexamethasone stimulus			ISO	RGD:2071 	J:155856 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3		phospholipase C-activating angiotensin-activated signaling pathway			IBA	MGI:87964 P30556 PTN002796070 RGD:2070 	J:265628 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		cellular response to dexamethasone stimulus			ISO	RGD:2072 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		negative regulation of neurotrophin TRK receptor signaling pathway			ISO	P50052 	J:164563 	
MGI:1339977	Agtrap	angiotensin II, type I receptor-associated protein	4		angiotensin-activated signaling pathway			IEA	IPR009436 	J:72247 	
MGI:2385184	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	3		angiotensin-activated signaling pathway			ISO	O43865 	J:164563 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		cellular response to 2,3,7,8-tetrachlorodibenzodioxine			ISO	RGD:2074 	J:155856 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		cellular response to 2,3,7,8-tetrachlorodibenzodioxine			ISO	P35869 	J:164563 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		cellular response to 3-methylcholanthrene			IDA		J:477 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		cellular response to cAMP			ISO	P35869 	J:164563 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		cellular response to forskolin			ISO	P35869 	J:164563 	
MGI:105043	Ahr	aryl-hydrocarbon receptor	12		xenobiotic metabolic process			TAS		J:5822 	
MGI:1333776	Ahrr	aryl-hydrocarbon receptor repressor	13		xenobiotic metabolic process			TAS		J:52189 	
MGI:107189	Ahsg	alpha-2-HS-glycoprotein	16		negative regulation of insulin receptor signaling pathway			ISO	RGD:2075 	J:155856 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		cellular response to lipopolysaccharide			IMP		J:141184 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		cellular response to oxidative stress			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		negative regulation of smooth muscle cell chemotaxis			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of monocyte chemotaxis			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of smooth muscle cell chemotaxis			ISO	P55008 	J:164563 	
MGI:1918611	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	10		regulation of cellular response to oxidative stress			IMP		J:281212 	
MGI:2686159	Aim2	absent in melanoma 2	1		cellular response to drug			ISO	O14862 	J:145965 	
MGI:2686159	Aim2	absent in melanoma 2	1		cellular response to interferon-beta			IBA	PTN001385751 	J:265628 	
MGI:2686159	Aim2	absent in melanoma 2	1		cellular response to interferon-beta			IDA		J:145965 	
MGI:2686159	Aim2	absent in melanoma 2	1		tumor necrosis factor-mediated signaling pathway			ISO	O14862 	J:164563 	
MGI:109622	Aip	aryl-hydrocarbon receptor-interacting protein	19		xenobiotic metabolic process			IPI	P30561 	J:39465 	
MGI:1341886	Ajuba	ajuba LIM protein	14		regulation of cellular response to hypoxia			ISO	Q96IF1 	J:164563 	
